Day of the Week,Start Time,Price Open,Price Close,Price High,Price Low,Volume Traded,Trade Count
,2020-06-20 00:00:00+00:00,34.73,35.25,35.5,34.17,5055.13843595,400
,2020-06-21 00:00:00+00:00,35.27,34.84,35.44,34.68,3071.69516342,434
,2020-06-22 00:00:00+00:00,34.89,35.41,35.9441,32.79004,5625.88676149,463
,2020-06-23 00:00:00+00:00,35.55,35.28,35.7492,35.15574,5153.69036317,388
,2020-06-24 00:00:00+00:00,35.32,34.31,35.88288,33.97,9888.07432175,592
,2020-06-25 00:00:00+00:00,34.31,34.14,34.81,33.62,7122.57507978,443
,2020-06-26 00:00:00+00:00,34.1,34.98,35.36964,33.44,10642.39657561,848
,2020-06-27 00:00:00+00:00,34.91,33.47,35.05342,31.91,6752.01495897,845
,2020-06-28 00:00:00+00:00,33.24,33.56,34.15,32.89,3513.60096558,406
,2020-06-29 00:00:00+00:00,33.61,34.13,34.33,32.83691,9915.91619715,556
,2020-06-30 00:00:00+00:00,34.06,33.3,34.27,33.00483,4797.88588215,402
,2020-07-01 00:00:00+00:00,33.27,33.51,33.8,33.12,2658.68392701,346
,2020-07-02 00:00:00+00:00,33.61,32.97,34.3113,32.5,7943.08030903,519
,2020-07-03 00:00:00+00:00,32.99,33.11,33.59,32.8285,6679.73959094,363
,2020-07-04 00:00:00+00:00,33.07,33.78,33.89,33.03,4486.51802929,288
,2020-07-05 00:00:00+00:00,33.85,33.48,33.93,32.83,7059.3380982,463
,2020-07-06 00:00:00+00:00,33.44,35.3,35.4,33.34,17745.81846631,584
,2020-07-07 00:00:00+00:00,35.33,34.67,35.55,34.41,10723.8344132,463
,2020-07-08 00:00:00+00:00,34.66,35.98,36.3538,34.42,19304.29321023,785
,2020-07-09 00:00:00+00:00,35.9,35.28,36.38,34.7,14955.22295592,564
,2020-07-10 00:00:00+00:00,35.29,35.17,35.5,34.67,8919.39151748,404
,2020-07-11 00:00:00+00:00,35.18,35.45,35.74,34.9,6090.51283361,337
,2020-07-12 00:00:00+00:00,35.56,35.42,35.93,34.74,7737.24384421,350
,2020-07-13 00:00:00+00:00,35.57,35.05,36.18,34.07,15782.41633045,525
,2020-07-14 00:00:00+00:00,35.0,34.99,35.09,34.27,8367.6147964,385
,2020-07-15 00:00:00+00:00,35.01,34.52,35.08,34.05722,9475.75567251,395
,2020-07-16 00:00:00+00:00,34.52,33.54,34.64,32.73,12224.86897954,664
,2020-07-17 00:00:00+00:00,33.56,33.45,33.89,33.3,2986.45655121,284
,2020-07-18 00:00:00+00:00,33.49,33.82,34.16737,33.33,2210.16615891,286
,2020-07-19 00:00:00+00:00,33.98,33.95,34.15,33.43,1736.0643095,224
,2020-07-20 00:00:00+00:00,33.99,33.26,34.19,32.77,7003.20587929,522
,2020-07-21 00:00:00+00:00,33.32,34.45,34.8,33.32,3754.67467885,393
,2020-07-22 00:00:00+00:00,34.5,35.35,35.49,34.15,5276.47111937,398
,2020-07-23 00:00:00+00:00,35.41,35.45,35.97265,35.03,8542.6615579,600
,2020-07-24 00:00:00+00:00,35.44,34.68,35.5,34.25,4874.95035796,432
,2020-07-25 00:00:00+00:00,34.57,38.44,38.92,34.57,25504.05631708,1953
,2020-07-26 00:00:00+00:00,38.59,37.59,39.78,37.13515,11778.76203828,1125
,2020-07-27 00:00:00+00:00,37.64,41.43,43.46,36.59,44572.32628512,2644
,2020-07-28 00:00:00+00:00,41.74,43.29,44.76,39.74,28138.41842954,2190
,2020-07-29 00:00:00+00:00,43.33,42.65,44.13,42.32849,18346.43312955,1093
,2020-07-30 00:00:00+00:00,42.63,43.41,45.0,41.78,22406.72470328,1509
